city_development_index,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,training_hours_log,target
0.804,1,0,1.0,0,3,3,117,4.770684624465665,0.0
0.913,1,0,1.0,0,3,2,158,5.0689042022202315,1.0
0.92,1,0,0.0,2,3,1,74,4.31748811353631,0.0
0.924,1,0,0.0,2,0,2,25,3.258096538021482,0.0
0.698,0,1,2.0,2,3,0,15,2.772588722239781,1.0
0.939,1,0,0.0,0,3,2,18,2.9444389791664403,0.0
0.743,1,0,2.0,2,2,0,14,2.70805020110221,0.0
0.92,1,0,0.0,0,0,0,188,5.241747015059643,0.0
0.624,1,0,0.0,0,3,0,52,3.970291913552122,1.0
0.91,1,0,0.0,1,0,2,18,2.9444389791664403,0.0
0.83,0,0,,2,3,0,7,2.0794415416798357,0.0
0.926,1,0,0.0,0,3,3,74,4.31748811353631,0.0
0.92,1,0,0.0,0,3,1,22,3.1354942159291497,1.0
0.624,0,0,0.0,0,3,0,12,2.5649493574615367,0.0
0.92,1,0,0.0,0,3,1,35,3.58351893845611,0.0
0.926,1,0,0.0,5,3,3,104,4.653960350157523,0.0
0.624,0,1,2.0,2,2,3,9,2.302585092994046,1.0
0.926,1,0,1.0,0,0,0,113,4.736198448394496,0.0
0.91,1,0,0.0,0,0,1,16,2.833213344056216,0.0
0.624,1,0,1.0,0,3,1,53,3.9889840465642745,0.0
0.92,1,0,0.0,0,0,3,110,4.709530201312334,0.0
0.924,0,1,0.0,2,1,0,50,3.9318256327243257,0.0
0.899,1,0,0.0,0,3,3,110,4.709530201312334,0.0
0.92,1,0,0.0,0,0,2,6,1.9459101490553132,0.0
0.769,1,0,1.0,0,3,0,86,4.465908118654584,0.0
0.913,0,0,,2,3,3,160,5.081404364984463,0.0
0.6659999999999999,1,0,0.0,2,3,3,118,4.77912349311153,1.0
0.794,0,1,0.0,2,3,3,178,5.187385805840755,0.0
0.92,1,0,0.0,0,0,3,4,1.6094379124341003,0.0
0.743,1,0,1.0,0,0,3,157,5.062595033026967,0.0
0.8270000000000001,0,1,0.0,0,3,3,88,4.48863636973214,1.0
0.92,1,0,0.0,0,3,0,168,5.1298987149230735,0.0
0.92,1,0,0.0,0,0,1,29,3.4011973816621555,0.0
0.897,1,2,0.0,0,3,0,31,3.4657359027997265,0.0
0.893,1,0,1.0,0,3,1,7,2.0794415416798357,0.0
0.7759999999999999,0,0,1.0,0,3,0,49,3.912023005428146,1.0
0.91,0,1,2.0,2,3,3,64,4.174387269895637,0.0
0.764,1,0,1.0,0,2,3,24,3.2188758248682006,0.0
0.92,1,0,0.0,0,0,0,34,3.5553480614894135,1.0
0.836,1,0,0.0,0,3,0,81,4.406719247264253,0.0
0.939,1,2,0.0,0,3,0,114,4.74493212836325,0.0
0.924,1,0,0.0,0,2,0,58,4.07753744390572,0.0
0.924,1,0,1.0,0,0,0,35,3.58351893845611,0.0
0.855,1,0,1.0,0,3,0,45,3.828641396489095,0.0
0.878,1,0,1.0,0,3,1,70,4.2626798770413155,0.0
0.624,0,0,1.0,0,3,3,14,2.70805020110221,1.0
0.55,1,0,0.0,0,3,0,145,4.983606621708336,1.0
0.884,1,0,1.0,0,3,1,65,4.189654742026425,1.0
0.682,1,0,0.0,1,1,0,20,3.044522437723423,0.0
0.7759999999999999,0,0,1.0,0,3,3,19,2.995732273553991,1.0
0.92,1,0,1.0,0,3,3,130,4.875197323201151,0.0
0.939,1,0,0.0,0,3,0,32,3.4965075614664802,1.0
0.926,1,0,0.0,0,1,0,19,2.995732273553991,0.0
0.92,1,0,0.0,0,0,3,94,4.553876891600541,0.0
0.91,1,0,0.0,0,3,0,45,3.828641396489095,0.0
0.926,1,1,4.0,0,3,3,47,3.871201010907891,0.0
0.926,1,0,1.0,0,0,1,61,4.127134385045092,0.0
0.887,1,0,0.0,0,3,0,36,3.6109179126442243,0.0
0.762,1,0,0.0,2,0,3,172,5.153291594497779,0.0
0.754,1,2,0.0,0,3,1,91,4.5217885770490405,0.0
0.92,1,0,4.0,4,3,0,62,4.143134726391533,1.0
0.924,0,1,2.0,2,3,3,99,4.605170185988092,0.0
0.92,1,0,0.0,0,3,0,304,5.720311776607412,1.0
0.8959999999999999,1,0,1.0,3,0,1,168,5.1298987149230735,0.0
0.804,1,0,0.0,0,3,0,79,4.382026634673881,0.0
0.804,1,0,1.0,0,3,2,84,4.442651256490317,1.0
0.92,1,0,0.0,0,3,0,232,5.4510384535657,0.0
0.92,0,0,0.0,0,0,1,68,4.23410650459726,0.0
0.884,1,0,0.0,0,3,3,14,2.70805020110221,0.0
0.624,1,0,1.0,0,3,2,149,5.0106352940962555,0.0
0.624,1,0,0.0,0,3,0,13,2.6390573296152584,1.0
0.74,1,0,0.0,0,3,3,7,2.0794415416798357,1.0
0.92,1,0,0.0,0,3,0,50,3.9318256327243257,0.0
0.92,1,1,0.0,0,1,0,37,3.6375861597263857,0.0
0.91,1,0,0.0,0,3,1,7,2.0794415416798357,0.0
0.624,1,0,1.0,0,2,2,13,2.6390573296152584,1.0
0.8959999999999999,0,0,,2,1,3,9,2.302585092994046,0.0
0.92,1,2,0.0,0,3,0,77,4.356708826689592,0.0
0.92,1,0,0.0,0,0,0,55,4.02535169073515,0.0
0.92,1,0,0.0,0,0,1,57,4.060443010546419,0.0
0.8270000000000001,1,0,0.0,0,3,0,47,3.871201010907891,0.0
0.7879999999999999,1,0,0.0,0,0,1,126,4.844187086458591,0.0
0.92,1,0,0.0,0,3,3,136,4.919980925828125,1.0
0.926,0,0,2.0,2,1,0,62,4.143134726391533,0.0
0.887,0,0,2.0,2,3,3,12,2.5649493574615367,0.0
0.83,0,1,,2,3,3,10,2.3978952727983707,0.0
0.624,1,2,0.0,0,3,1,109,4.700480365792417,1.0
0.939,0,2,0.0,0,3,0,26,3.295836866004329,0.0
0.624,1,1,1.0,0,1,0,31,3.4657359027997265,0.0
0.939,1,0,4.0,0,0,1,38,3.6635616461296463,0.0
0.926,0,2,2.0,2,2,3,59,4.0943445622221,0.0
0.8959999999999999,0,0,2.0,2,3,0,174,5.1647859739235145,0.0
0.92,0,0,,2,2,3,6,1.9459101490553132,0.0
0.893,1,2,0.0,1,3,1,26,3.295836866004329,0.0
0.926,1,0,0.0,2,0,3,154,5.043425116919247,0.0
0.8959999999999999,1,0,1.0,0,3,0,122,4.812184355372417,0.0
0.92,1,1,0.0,0,3,0,87,4.477336814478207,1.0
0.92,1,0,0.0,0,0,0,34,3.5553480614894135,0.0
0.92,1,0,1.0,0,3,2,101,4.624972813284271,0.0
0.624,1,0,0.0,0,3,2,23,3.1780538303479458,1.0
0.92,0,0,1.0,1,3,0,45,3.828641396489095,1.0
0.91,1,1,0.0,0,3,0,37,3.6375861597263857,0.0
0.897,1,0,0.0,0,0,1,45,3.828641396489095,0.0
0.92,1,0,0.0,0,0,1,36,3.6109179126442243,0.0
0.91,1,0,0.0,0,3,3,37,3.6375861597263857,0.0
0.624,1,0,0.0,0,1,0,47,3.871201010907891,0.0
0.926,1,0,0.0,2,3,0,39,3.6888794541139363,0.0
0.925,1,0,0.0,0,3,0,17,2.8903717578961645,0.0
0.91,0,2,2.0,2,3,0,250,5.5254529391317835,0.0
0.769,1,0,0.0,1,3,0,56,4.04305126783455,0.0
0.884,1,0,1.0,0,3,2,10,2.3978952727983707,0.0
0.92,1,0,0.0,0,3,3,99,4.605170185988092,0.0
0.698,0,0,1.0,0,3,0,157,5.062595033026967,0.0
0.92,0,0,4.0,0,3,0,3,1.3862943611198906,0.0
0.91,1,0,0.0,5,3,3,53,3.9889840465642745,0.0
0.624,1,0,1.0,0,1,1,29,3.4011973816621555,1.0
0.924,1,0,0.0,0,0,0,142,4.962844630259907,0.0
0.92,1,0,0.0,0,3,2,55,4.02535169073515,0.0
0.91,1,0,0.0,0,3,0,202,5.313205979041787,0.0
0.878,0,0,,2,3,3,12,2.5649493574615367,0.0
0.897,1,0,0.0,0,3,0,22,3.1354942159291497,0.0
0.804,1,0,1.0,0,0,1,54,4.007333185232471,0.0
0.743,0,1,0.0,0,2,3,128,4.859812404361672,0.0
0.624,1,0,0.0,0,1,3,56,4.04305126783455,1.0
0.926,0,1,0.0,0,3,0,139,4.941642422609304,1.0
0.926,1,2,0.0,0,3,0,118,4.77912349311153,0.0
0.915,0,0,0.0,0,3,0,31,3.4657359027997265,0.0
0.939,0,1,0.0,0,3,3,94,4.553876891600541,0.0
0.624,1,0,0.0,2,3,0,40,3.713572066704308,1.0
0.804,0,0,1.0,0,3,0,149,5.0106352940962555,0.0
0.91,1,0,0.0,0,0,2,14,2.70805020110221,0.0
0.5579999999999999,1,0,0.0,0,2,0,80,4.394449154672439,0.0
0.624,0,1,2.0,2,3,3,55,4.02535169073515,0.0
0.83,1,0,0.0,0,3,0,43,3.784189633918261,0.0
0.899,1,1,2.0,2,3,3,63,4.1588830833596715,0.0
0.92,1,0,1.0,0,2,0,108,4.6913478822291435,0.0
0.924,1,0,2.0,2,3,0,38,3.6635616461296463,0.0
0.624,1,0,1.0,0,1,0,110,4.709530201312334,0.0
0.89,1,0,0.0,3,0,0,86,4.465908118654584,1.0
0.804,1,0,0.0,0,3,0,44,3.8066624897703196,0.0
0.897,1,0,0.0,0,0,0,21,3.091042453358316,0.0
0.91,1,2,0.0,1,3,3,23,3.1780538303479458,1.0
0.926,0,0,0.0,2,3,0,86,4.465908118654584,0.0
0.92,1,2,1.0,0,3,1,102,4.634728988229636,0.0
0.92,0,1,0.0,0,3,0,31,3.4657359027997265,0.0
0.754,1,0,2.0,2,3,2,48,3.8918202981106265,0.0
0.804,0,2,1.0,0,3,1,139,4.941642422609304,1.0
0.913,0,1,0.0,0,3,0,15,2.772588722239781,1.0
0.92,1,2,0.0,0,3,3,136,4.919980925828125,1.0
0.91,1,0,0.0,0,0,3,286,5.659482215759621,0.0
0.887,1,0,0.0,2,3,0,106,4.672828834461906,1.0
0.939,0,0,4.0,0,0,1,98,4.59511985013459,0.0
0.91,0,0,1.0,0,0,3,156,5.056245805348308,0.0
0.698,1,0,0.0,0,3,0,47,3.871201010907891,0.0
0.624,1,1,0.0,0,3,1,2,1.0986122886681098,1.0
0.887,0,0,0.0,1,3,1,86,4.465908118654584,0.0
0.897,1,0,1.0,0,0,1,68,4.23410650459726,0.0
0.92,1,0,0.0,0,3,2,110,4.709530201312334,0.0
0.8959999999999999,1,0,0.0,0,3,3,28,3.367295829986474,1.0
0.926,1,1,1.0,0,2,2,24,3.2188758248682006,0.0
0.555,1,0,1.0,0,3,2,57,4.060443010546419,1.0
0.836,1,0,1.0,0,3,3,144,4.976733742420574,0.0
0.92,0,0,,2,1,3,25,3.258096538021482,0.0
0.903,0,0,2.0,2,3,0,41,3.7376696182833684,0.0
0.887,0,1,1.0,1,3,3,88,4.48863636973214,0.0
0.92,1,0,0.0,0,3,0,110,4.709530201312334,0.0
0.6659999999999999,1,0,0.0,0,3,0,42,3.7612001156935624,0.0
0.843,0,1,0.0,0,2,3,27,3.332204510175204,0.0
0.92,0,0,0.0,2,3,0,17,2.8903717578961645,1.0
0.55,1,0,0.0,0,3,0,23,3.1780538303479458,0.0
0.926,1,0,0.0,0,3,2,26,3.295836866004329,0.0
0.92,1,0,0.0,0,0,2,134,4.90527477843843,1.0
0.926,1,0,0.0,0,3,1,68,4.23410650459726,0.0
0.91,1,0,1.0,0,0,0,34,3.5553480614894135,1.0
0.91,1,0,0.0,3,3,0,113,4.736198448394496,0.0
0.897,1,0,1.0,0,3,0,16,2.833213344056216,1.0
0.92,1,0,0.0,3,3,0,24,3.2188758248682006,1.0
0.926,1,2,2.0,2,3,0,35,3.58351893845611,0.0
0.92,1,0,1.0,0,3,0,54,4.007333185232471,0.0
0.897,1,0,1.0,0,3,2,28,3.367295829986474,0.0
0.764,1,0,2.0,2,2,0,114,4.74493212836325,0.0
0.926,0,1,0.0,0,3,3,46,3.8501476017100584,0.0
0.624,0,1,0.0,0,3,3,63,4.1588830833596715,0.0
0.624,1,0,0.0,0,3,2,17,2.8903717578961645,0.0
0.7659999999999999,1,1,2.0,2,3,0,131,4.882801922586371,0.0
0.91,1,0,0.0,0,3,0,20,3.044522437723423,0.0
0.92,0,1,0.0,0,2,2,84,4.442651256490317,1.0
0.804,1,0,0.0,2,3,1,21,3.091042453358316,0.0
0.926,1,1,0.0,0,3,0,41,3.7376696182833684,0.0
0.92,1,0,1.0,0,3,0,10,2.3978952727983707,0.0
0.92,1,0,0.0,0,3,3,9,2.302585092994046,0.0
0.893,1,0,1.0,0,3,2,58,4.07753744390572,0.0
0.6890000000000001,1,1,0.0,0,3,3,51,3.9512437185814275,0.0
0.624,1,1,0.0,0,3,0,113,4.736198448394496,0.0
0.897,1,0,1.0,0,3,1,35,3.58351893845611,0.0
0.55,1,2,1.0,0,3,3,10,2.3978952727983707,1.0
0.624,1,0,0.0,0,3,1,56,4.04305126783455,0.0
0.92,0,0,0.0,1,0,0,67,4.219507705176107,0.0
0.55,1,0,0.0,0,3,0,11,2.4849066497880004,0.0
0.92,0,0,0.0,1,3,3,34,3.5553480614894135,1.0
0.92,1,1,0.0,0,3,3,68,4.23410650459726,0.0
0.92,1,0,0.0,0,3,2,102,4.634728988229636,0.0
0.92,1,0,0.0,0,0,1,70,4.2626798770413155,0.0
0.897,0,0,2.0,2,2,3,42,3.7612001156935624,0.0
0.624,0,0,1.0,0,3,3,58,4.07753744390572,1.0
0.926,1,0,1.0,0,3,0,178,5.187385805840755,0.0
0.92,0,0,0.0,2,1,3,94,4.553876891600541,0.0
0.887,1,0,0.0,0,0,3,12,2.5649493574615367,1.0
0.913,1,0,1.0,0,1,0,78,4.3694478524670215,0.0
0.836,1,2,2.0,2,3,2,8,2.1972245773362196,0.0
0.855,0,1,2.0,2,3,3,56,4.04305126783455,0.0
0.897,1,0,0.0,0,3,2,128,4.859812404361672,0.0
0.624,1,0,1.0,0,0,1,20,3.044522437723423,0.0
0.91,1,0,0.0,0,3,2,45,3.828641396489095,0.0
0.8959999999999999,0,0,0.0,0,0,3,72,4.290459441148391,0.0
0.91,1,0,2.0,2,3,0,25,3.258096538021482,0.0
0.92,1,0,0.0,4,3,2,188,5.241747015059643,0.0
0.926,1,1,0.0,0,3,0,54,4.007333185232471,0.0
0.722,0,2,2.0,2,3,3,56,4.04305126783455,1.0
0.91,1,0,0.0,0,0,1,70,4.2626798770413155,0.0
0.866,1,0,1.0,0,3,0,141,4.955827057601261,0.0
0.92,1,0,0.0,0,3,2,17,2.8903717578961645,0.0
0.884,1,1,,2,2,0,46,3.8501476017100584,0.0
0.624,1,0,0.0,0,3,0,135,4.912654885736052,0.0
0.92,1,0,0.0,3,2,0,34,3.5553480614894135,0.0
0.624,1,0,0.0,0,1,2,26,3.295836866004329,0.0
0.92,1,0,0.0,0,3,1,46,3.8501476017100584,0.0
0.6890000000000001,1,0,0.0,0,3,3,34,3.5553480614894135,0.0
0.865,1,1,0.0,0,3,2,20,3.044522437723423,1.0
0.897,0,1,0.0,0,3,2,30,3.4339872044851463,0.0
0.924,0,0,1.0,0,3,2,30,3.4339872044851463,0.0
0.624,0,1,2.0,2,3,3,200,5.303304908059076,0.0
0.769,1,2,0.0,0,1,0,11,2.4849066497880004,0.0
0.949,1,0,2.0,2,3,0,20,3.044522437723423,0.0
0.926,1,2,0.0,0,3,0,4,1.6094379124341003,0.0
0.92,1,0,,2,3,0,180,5.198497031265826,0.0
0.738,1,1,0.0,0,3,0,102,4.634728988229636,1.0
0.92,0,0,0.0,1,3,0,74,4.31748811353631,1.0
0.698,0,0,0.0,0,3,3,200,5.303304908059076,0.0
0.92,1,0,0.0,0,0,1,28,3.367295829986474,0.0
0.624,1,0,1.0,0,3,2,68,4.23410650459726,1.0
0.92,1,0,0.0,0,3,0,50,3.9318256327243257,0.0
0.92,1,0,4.0,0,1,2,82,4.418840607796598,0.0
0.624,0,1,0.0,0,3,3,22,3.1354942159291497,0.0
0.91,1,0,0.0,0,1,0,25,3.258096538021482,0.0
0.92,1,0,0.0,0,0,1,72,4.290459441148391,1.0
0.913,0,0,0.0,0,3,3,52,3.970291913552122,0.0
0.7959999999999999,1,0,0.0,0,3,3,20,3.044522437723423,0.0
0.624,1,0,0.0,0,1,0,141,4.955827057601261,1.0
0.92,1,0,0.0,0,3,0,8,2.1972245773362196,0.0
0.624,1,0,1.0,0,1,0,11,2.4849066497880004,1.0
0.764,1,0,1.0,0,2,0,62,4.143134726391533,0.0
0.624,1,0,0.0,0,3,0,77,4.356708826689592,1.0
0.836,0,0,0.0,0,0,2,180,5.198497031265826,0.0
0.698,1,0,0.0,0,0,0,7,2.0794415416798357,0.0
0.91,0,0,1.0,0,0,3,72,4.290459441148391,0.0
0.624,1,0,1.0,0,3,0,40,3.713572066704308,0.0
0.921,1,0,0.0,0,3,1,200,5.303304908059076,0.0
0.624,1,0,0.0,1,3,0,49,3.912023005428146,0.0
0.92,1,0,0.0,4,3,0,33,3.5263605246161616,0.0
0.926,0,1,0.0,0,3,3,44,3.8066624897703196,0.0
0.91,0,0,2.0,2,3,3,157,5.062595033026967,0.0
0.698,1,0,0.0,0,1,3,51,3.9512437185814275,0.0
0.949,1,0,0.0,0,1,0,38,3.6635616461296463,0.0
0.92,1,0,1.0,4,0,0,13,2.6390573296152584,1.0
0.866,1,0,1.0,0,0,1,15,2.772588722239781,0.0
0.7879999999999999,1,0,0.0,0,3,2,6,1.9459101490553132,0.0
0.624,1,0,0.0,0,1,0,80,4.394449154672439,1.0
0.899,1,0,1.0,0,3,2,28,3.367295829986474,0.0
0.925,1,0,0.0,0,0,3,108,4.6913478822291435,0.0
0.91,1,0,1.0,0,0,0,61,4.127134385045092,0.0
0.624,1,2,0.0,0,2,3,50,3.9318256327243257,1.0
0.926,1,0,0.0,0,3,1,50,3.9318256327243257,0.0
0.913,0,0,2.0,2,3,1,60,4.110873864173311,0.0
0.855,1,0,0.0,0,3,3,138,4.9344739331306915,0.0
0.897,0,1,0.0,2,3,3,37,3.6375861597263857,0.0
0.926,0,2,2.0,2,3,3,105,4.663439094112067,1.0
0.8959999999999999,1,0,0.0,0,2,2,109,4.700480365792417,0.0
0.91,1,0,1.0,0,0,2,43,3.784189633918261,0.0
0.92,0,1,2.0,2,3,0,16,2.833213344056216,1.0
0.924,1,0,1.0,0,0,2,12,2.5649493574615367,0.0
0.92,1,0,0.0,0,3,1,112,4.727387818712341,0.0
0.804,0,1,1.0,0,3,1,92,4.532599493153256,0.0
0.939,1,0,0.0,0,3,2,144,4.976733742420574,0.0
0.92,0,1,0.0,0,3,0,17,2.8903717578961645,1.0
0.855,1,2,0.0,0,3,0,99,4.605170185988092,0.0
0.92,1,2,1.0,0,3,2,100,4.61512051684126,0.0
0.887,1,0,1.0,0,3,2,178,5.187385805840755,0.0
0.926,0,0,0.0,0,0,1,22,3.1354942159291497,0.0
0.698,1,1,0.0,0,3,2,7,2.0794415416798357,1.0
0.91,1,0,1.0,0,3,1,240,5.484796933490655,0.0
0.924,1,0,0.0,0,3,2,30,3.4339872044851463,0.0
0.92,0,1,2.0,2,2,0,194,5.272999558563747,0.0
0.92,1,0,0.0,0,3,0,97,4.584967478670572,0.0
0.939,0,0,,2,3,3,68,4.23410650459726,0.0
0.92,1,0,0.0,0,3,0,72,4.290459441148391,0.0
0.55,0,1,0.0,0,1,0,92,4.532599493153256,1.0
0.866,1,0,1.0,0,2,0,3,1.3862943611198906,0.0
0.887,1,0,2.0,2,2,3,12,2.5649493574615367,0.0
0.92,1,0,1.0,0,3,0,10,2.3978952727983707,0.0
0.91,1,0,0.0,0,0,1,157,5.062595033026967,0.0
0.926,0,2,1.0,0,3,3,10,2.3978952727983707,1.0
0.92,1,0,4.0,0,3,0,113,4.736198448394496,0.0
0.926,1,0,0.0,4,0,2,26,3.295836866004329,0.0
0.624,1,0,0.0,0,1,0,124,4.8283137373023015,0.0
0.624,0,2,0.0,5,3,3,34,3.5553480614894135,0.0
0.91,1,0,0.0,0,3,0,25,3.258096538021482,0.0
0.836,1,0,0.0,0,3,0,12,2.5649493574615367,0.0
0.764,0,0,0.0,0,1,2,36,3.6109179126442243,1.0
0.624,1,0,1.0,0,1,3,28,3.367295829986474,0.0
0.91,1,0,0.0,0,3,1,91,4.5217885770490405,0.0
0.92,1,0,0.0,0,3,3,26,3.295836866004329,0.0
0.647,1,0,1.0,0,3,0,100,4.61512051684126,0.0
0.924,1,0,0.0,0,3,2,21,3.091042453358316,0.0
0.91,1,0,0.0,0,0,1,33,3.5263605246161616,0.0
0.915,0,0,0.0,0,3,0,25,3.258096538021482,0.0
0.727,1,0,0.0,0,3,2,21,3.091042453358316,0.0
0.855,1,0,0.0,0,3,1,79,4.382026634673881,0.0
0.92,1,0,0.0,0,3,2,107,4.68213122712422,1.0
0.92,1,0,0.0,0,3,0,28,3.367295829986474,0.0
0.698,1,0,0.0,0,2,2,51,3.9512437185814275,0.0
0.92,1,0,0.0,0,3,2,31,3.4657359027997265,0.0
0.624,1,1,1.0,0,1,0,11,2.4849066497880004,0.0
0.92,1,0,0.0,0,1,0,85,4.454347296253507,0.0
0.913,0,1,0.0,0,3,2,84,4.442651256490317,0.0
0.727,1,0,0.0,0,3,0,48,3.8918202981106265,0.0
0.767,1,0,0.0,0,3,0,60,4.110873864173311,1.0
0.92,1,0,1.0,0,3,0,48,3.8918202981106265,0.0
0.579,1,0,1.0,0,1,0,79,4.382026634673881,1.0
0.8270000000000001,1,0,2.0,2,3,0,26,3.295836866004329,1.0
0.92,1,0,0.0,0,2,0,150,5.017279836814924,1.0
0.926,1,0,1.0,0,3,1,34,3.5553480614894135,0.0
0.91,0,1,0.0,0,3,1,89,4.499809670330265,1.0
0.92,1,0,2.0,2,3,0,26,3.295836866004329,0.0
0.624,0,1,2.0,2,3,3,24,3.2188758248682006,0.0
0.855,0,1,0.0,2,3,0,13,2.6390573296152584,1.0
0.92,1,0,0.0,0,0,1,26,3.295836866004329,0.0
0.924,0,1,0.0,0,2,0,28,3.367295829986474,0.0
0.92,1,0,0.0,0,0,1,4,1.6094379124341003,0.0
0.92,1,0,0.0,0,3,2,45,3.828641396489095,0.0
0.92,0,2,2.0,2,3,3,36,3.6109179126442243,1.0
0.92,0,1,0.0,0,3,0,9,2.302585092994046,1.0
0.92,1,0,1.0,0,3,0,116,4.762173934797756,1.0
0.727,1,0,1.0,0,3,0,50,3.9318256327243257,1.0
0.897,0,0,1.0,4,2,3,51,3.9512437185814275,1.0
0.794,1,0,1.0,0,1,3,113,4.736198448394496,0.0
0.926,1,0,2.0,2,3,2,8,2.1972245773362196,0.0
0.897,1,0,1.0,0,3,0,81,4.406719247264253,0.0
0.624,1,0,0.0,0,3,3,28,3.367295829986474,0.0
0.754,0,2,2.0,2,2,2,66,4.204692619390966,0.0
0.92,0,1,0.0,0,3,0,29,3.4011973816621555,0.0
0.89,0,1,0.0,0,2,0,107,4.68213122712422,1.0
0.926,1,0,1.0,2,3,0,62,4.143134726391533,0.0
0.893,1,0,2.0,2,3,1,35,3.58351893845611,0.0
0.738,0,0,2.0,2,2,3,12,2.5649493574615367,0.0
0.698,1,0,0.0,0,3,0,10,2.3978952727983707,1.0
0.91,1,0,0.0,0,3,2,288,5.666426688112432,0.0
0.624,1,0,0.0,0,3,0,3,1.3862943611198906,1.0
0.698,1,2,0.0,0,2,0,33,3.5263605246161616,0.0
0.91,1,0,2.0,2,3,2,17,2.8903717578961645,0.0
0.624,0,1,0.0,0,3,3,84,4.442651256490317,1.0
0.92,0,0,2.0,2,3,0,41,3.7376696182833684,1.0
0.754,1,0,0.0,0,3,2,17,2.8903717578961645,0.0
0.884,0,0,0.0,0,0,2,132,4.890349128221754,0.0
0.92,1,0,0.0,3,3,0,148,5.003946305945459,0.0
0.895,1,2,0.0,0,3,3,6,1.9459101490553132,0.0
0.92,0,0,0.0,3,1,1,141,4.955827057601261,0.0
0.92,1,0,1.0,1,0,1,63,4.1588830833596715,0.0
0.92,1,0,0.0,0,3,2,146,4.990432586778736,1.0
0.762,1,0,0.0,0,3,2,11,2.4849066497880004,0.0
0.925,1,0,1.0,0,3,0,58,4.07753744390572,0.0
0.939,1,1,2.0,2,3,2,8,2.1972245773362196,0.0
0.855,1,1,0.0,0,2,2,66,4.204692619390966,0.0
0.55,0,1,,2,3,3,210,5.351858133476067,1.0
0.579,0,0,1.0,0,3,0,62,4.143134726391533,1.0
0.624,0,1,0.0,0,3,3,94,4.553876891600541,0.0
0.762,1,1,4.0,0,3,0,24,3.2188758248682006,1.0
0.6659999999999999,1,0,1.0,0,0,0,52,3.970291913552122,0.0
0.92,1,0,0.0,0,3,0,51,3.9512437185814275,0.0
0.92,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.698,1,0,0.0,0,3,0,73,4.30406509320417,0.0
0.893,0,0,1.0,1,3,1,9,2.302585092994046,0.0
0.742,1,0,0.0,0,3,2,238,5.476463551931511,0.0
0.878,0,1,0.0,0,3,3,139,4.941642422609304,0.0
0.92,1,0,0.0,0,3,3,55,4.02535169073515,0.0
0.92,1,0,1.0,0,3,3,50,3.9318256327243257,0.0
0.92,1,0,0.0,0,0,0,111,4.718498871295094,0.0
0.92,0,2,0.0,0,3,0,160,5.081404364984463,0.0
0.887,1,0,0.0,0,0,1,96,4.574710978503383,0.0
0.92,1,0,0.0,2,3,3,92,4.532599493153256,0.0
0.624,0,0,0.0,4,3,0,36,3.6109179126442243,0.0
0.897,0,0,2.0,2,2,3,24,3.2188758248682006,0.0
0.698,0,0,0.0,0,1,0,42,3.7612001156935624,1.0
0.91,1,0,2.0,2,3,0,86,4.465908118654584,0.0
0.926,0,0,2.0,2,3,3,58,4.07753744390572,0.0
0.884,0,0,0.0,1,0,3,7,2.0794415416798357,0.0
0.624,1,0,1.0,0,2,0,123,4.820281565605037,0.0
0.903,0,1,0.0,0,3,0,69,4.248495242049359,1.0
0.6659999999999999,1,0,0.0,0,2,3,40,3.713572066704308,0.0
0.91,1,0,2.0,2,3,1,53,3.9889840465642745,1.0
0.8270000000000001,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.6659999999999999,1,0,0.0,0,2,0,312,5.746203190540153,0.0
0.624,1,0,0.0,0,2,0,25,3.258096538021482,0.0
0.735,1,0,0.0,0,3,1,56,4.04305126783455,0.0
0.92,0,1,0.0,4,3,3,41,3.7376696182833684,0.0
0.92,1,1,1.0,0,3,2,31,3.4657359027997265,0.0
0.5579999999999999,1,0,0.0,0,3,1,68,4.23410650459726,1.0
0.698,0,2,1.0,0,3,2,108,4.6913478822291435,1.0
0.802,1,0,0.0,2,3,0,78,4.3694478524670215,0.0
0.624,0,0,0.0,2,3,2,48,3.8918202981106265,1.0
0.903,1,0,0.0,0,0,1,172,5.153291594497779,0.0
0.555,1,0,0.0,0,3,0,112,4.727387818712341,0.0
0.91,1,0,0.0,0,2,2,20,3.044522437723423,0.0
0.92,1,0,0.0,0,3,0,10,2.3978952727983707,0.0
0.92,0,1,0.0,0,3,3,61,4.127134385045092,1.0
0.91,1,0,0.0,1,3,1,11,2.4849066497880004,0.0
0.91,1,0,1.0,0,3,2,32,3.4965075614664802,0.0
0.84,1,0,0.0,0,3,1,2,1.0986122886681098,0.0
0.743,0,2,,2,3,3,48,3.8918202981106265,0.0
0.91,1,0,1.0,3,3,0,78,4.3694478524670215,0.0
0.698,0,1,1.0,0,2,0,66,4.204692619390966,1.0
0.925,1,0,0.0,0,0,3,58,4.07753744390572,0.0
0.804,1,0,0.0,0,1,3,13,2.6390573296152584,0.0
0.624,0,0,0.0,0,3,3,69,4.248495242049359,1.0
0.884,0,0,0.0,0,0,1,31,3.4657359027997265,1.0
0.698,0,2,0.0,0,3,2,135,4.912654885736052,1.0
0.92,1,0,0.0,0,0,1,18,2.9444389791664403,0.0
